lead_id,lead_name,created_at,region,industry,channel,campaign_id,rep_id,lead_stage,estimated_value
321,"James, Figueroa and Ferguson",2024-05-09,South,Manufacturing,Webinar,2,2,New,22181
322,"Collins, Gomez and Sawyer",2025-07-15,South,Education,LinkedIn Ads,7,12,Proposal,22575
323,Martinez-Welch,2025-06-27,North,Technology,Organic Search,10,7,New,22838
324,Hanson-Zamora,2025-03-16,North,Manufacturing,Referral,3,3,New,6749
325,Higgins-Boyd,2025-11-01,North,Technology,LinkedIn Ads,6,5,Proposal,10045
326,Fowler-Harding,2025-03-16,West,Retail,Organic Search,1,8,Qualified,16559
327,Galloway-Kelly,2024-12-13,North,Education,Referral,3,3,Won,16631
328,Morales-Green,2024-04-07,West,Finance,Referral,3,8,Qualified,24794
329,"Powell, Johnson and Barnett",2024-09-18,East,Retail,LinkedIn Ads,7,9,Qualified,18540
330,Soto Inc,2024-03-09,West,Healthcare,Paid Search,4,8,New,6054
331,"Perez, Barnes and Porter",2025-03-18,North,Manufacturing,Organic Search,1,4,New,15210
332,Rodriguez-Ingram,2024-05-13,East,Technology,LinkedIn Ads,6,11,Proposal,21402
333,Mcgee-Garcia,2025-07-29,North,Healthcare,Referral,3,3,Qualified,16461
334,Warren-Cruz,2024-12-28,South,Education,LinkedIn Ads,6,12,Won,4685
335,Contreras Group,2024-10-21,East,Finance,Organic Search,10,11,Proposal,6394
336,"Smith, Murray and Harris",2025-08-14,North,Retail,Paid Search,4,1,Qualified,24519
337,Figueroa-Martin,2025-05-08,East,Healthcare,LinkedIn Ads,7,9,New,14472
338,Ramos-Lewis,2025-07-23,North,Finance,Organic Search,10,1,Qualified,21812
339,"Sparks, Johnson and Harrell",2024-08-19,North,Technology,Organic Search,10,4,Won,23372
340,"Rivera, Lee and Berry",2025-09-20,North,Technology,LinkedIn Ads,6,1,Proposal,3860
341,Kelly LLC,2025-09-15,North,Manufacturing,Paid Search,4,3,Lost,11763
342,Navarro Group,2024-01-30,South,Manufacturing,Webinar,2,10,New,13124
343,Phillips and Sons,2024-12-13,North,Retail,Paid Search,4,7,Qualified,7694
344,"Cole, Raymond and Stein",2025-08-02,North,Healthcare,LinkedIn Ads,7,3,Proposal,7648
345,Bass-Davis,2025-10-10,North,Healthcare,Webinar,2,3,Lost,20382
346,Trujillo-Gonzalez,2024-08-08,North,Education,Paid Search,4,3,Qualified,14170
347,Hahn-Young,2024-06-10,South,Manufacturing,Referral,3,12,Qualified,13629
348,Fields-Booth,2025-08-04,East,Healthcare,Organic Search,1,11,Proposal,8098
349,Perkins-Lee,2024-06-10,East,Healthcare,Webinar,2,9,Won,5673
350,Brown-Serrano,2024-10-05,East,Education,Paid Search,5,9,Qualified,18914
351,Williams and Sons,2025-09-13,West,Finance,Webinar,8,8,Qualified,10063
352,Davidson and Sons,2025-06-08,North,Education,Organic Search,10,1,New,6633
353,"Fields, Castro and Evans",2024-10-17,North,Technology,Organic Search,10,4,Proposal,18945
354,Herrera-Elliott,2025-06-23,North,Healthcare,Webinar,9,7,Proposal,10225
355,Bright-Duncan,2025-02-08,East,Healthcare,LinkedIn Ads,6,9,Lost,3251
356,Mills-Williams,2024-07-28,South,Retail,Referral,3,12,Qualified,7496
357,Roberts Inc,2024-09-18,North,Healthcare,Referral,3,7,New,3253
358,Thompson Ltd,2025-05-24,South,Retail,LinkedIn Ads,7,2,Proposal,7233
359,"Matthews, Lambert and Nelson",2025-01-24,North,Retail,Organic Search,10,3,Qualified,19392
360,"Allen, Collier and Jones",2025-07-26,East,Finance,Webinar,9,9,Won,5361
361,Harper PLC,2025-02-10,South,Healthcare,Organic Search,10,12,Won,17294
362,Thomas LLC,2024-01-20,North,Healthcare,Paid Search,5,5,Qualified,13258
363,Webb LLC,2025-08-12,North,Education,Paid Search,5,5,Qualified,23976
364,"Thomas, Allen and Hardin",2025-03-03,South,Education,Webinar,2,12,New,3683
365,Collier Ltd,2024-11-28,South,Technology,Organic Search,10,10,New,18076
366,Carrillo Ltd,2025-12-07,South,Healthcare,Webinar,8,12,Lost,17310
367,"Duncan, Moore and Klein",2024-04-18,South,Technology,Webinar,9,12,New,16121
368,Schultz-Mcdonald,2025-06-20,West,Finance,LinkedIn Ads,6,8,New,14125
369,Smith-Wang,2024-08-14,South,Retail,LinkedIn Ads,7,10,Qualified,5502
370,Cochran Ltd,2025-06-06,North,Technology,LinkedIn Ads,6,5,Proposal,19710
371,Dudley-Sandoval,2024-07-17,North,Finance,Webinar,2,7,Lost,14504
372,Ball-Norman,2025-10-22,South,Retail,Referral,3,6,Won,6368
373,"Allen, Gray and Newman",2024-05-29,East,Retail,Organic Search,10,11,New,22739
374,"Sawyer, Johnson and Nguyen",2024-06-05,South,Manufacturing,LinkedIn Ads,6,12,Won,5469
375,"Clark, Brown and Suarez",2024-06-30,North,Manufacturing,Referral,3,4,Lost,19191
376,Griffith-Brown,2025-04-20,South,Technology,Webinar,9,10,Won,17709
377,Colon-Green,2025-11-28,North,Technology,Webinar,9,5,Lost,24069
378,Romero-Jackson,2025-10-12,South,Finance,Paid Search,5,12,Lost,23552
379,Ray-Boyer,2024-11-19,North,Healthcare,Webinar,2,1,New,18365
380,Simmons-Weiss,2025-03-28,South,Finance,Organic Search,10,2,Proposal,22379
381,"Hernandez, Mccall and Barker",2024-02-27,North,Healthcare,Paid Search,4,1,Qualified,13171
382,"Jackson, Graham and Dixon",2025-04-17,South,Healthcare,Webinar,8,12,Qualified,15082
383,Morgan-Schmidt,2024-10-20,South,Healthcare,LinkedIn Ads,7,10,New,23152
384,Gates-Jones,2025-08-31,East,Education,Organic Search,10,9,Qualified,22016
385,Brown and Sons,2025-07-21,North,Manufacturing,Webinar,9,5,Lost,4344
386,Edwards-Rivera,2025-04-05,North,Technology,Webinar,8,5,Lost,24359
387,"Briggs, Barton and Watts",2024-07-11,South,Education,Organic Search,1,12,Qualified,19428
388,"Whitaker, Ray and Moreno",2024-06-03,North,Education,Webinar,9,3,Lost,6391
389,Walker-Martin,2024-12-17,South,Healthcare,Paid Search,4,6,Lost,19533
390,Walker Inc,2025-10-23,North,Retail,LinkedIn Ads,7,1,New,17344
391,"Watson, Maldonado and Martinez",2025-03-25,North,Technology,Webinar,9,1,Qualified,8201
392,"Ballard, Buckley and Jones",2025-01-07,South,Finance,Referral,3,6,Qualified,15694
393,Contreras Inc,2025-02-22,North,Manufacturing,Organic Search,1,7,Won,22591
394,Haley-Mosley,2024-02-23,South,Manufacturing,Organic Search,1,10,Won,13965
395,"Jensen, Carr and Krueger",2024-03-08,South,Technology,Paid Search,4,6,Qualified,15666
396,Hurst LLC,2024-10-17,East,Manufacturing,Paid Search,4,11,New,22749
397,Velez LLC,2024-06-02,East,Technology,Paid Search,5,11,Qualified,24745
398,Roberts-Romero,2024-05-24,East,Finance,LinkedIn Ads,6,9,Lost,24497
399,"Duncan, Kim and Greer",2025-12-16,South,Retail,Organic Search,10,12,Proposal,22498
400,"Bernard, Morris and Rice",2025-12-26,North,Finance,Webinar,9,7,Lost,21314
401,"Robertson, Jordan and Wood",2025-01-20,North,Finance,Paid Search,5,3,Proposal,7187
402,Kirby PLC,2025-11-17,North,Manufacturing,Referral,3,7,Proposal,20248
403,"Wright, Hughes and Lopez",2024-04-05,North,Education,Paid Search,4,4,Proposal,19662
404,"Jensen, Moore and Stewart",2025-01-05,South,Finance,Webinar,2,12,New,8906
405,Martinez-Adkins,2024-08-07,South,Education,LinkedIn Ads,6,12,Qualified,9291
406,Walker Ltd,2024-08-19,West,Retail,Webinar,2,8,Lost,5528
407,Kennedy and Sons,2024-10-29,East,Healthcare,Paid Search,5,9,Won,19635
408,Gallegos and Sons,2025-07-06,South,Technology,Paid Search,5,2,Won,4236
409,Walter-Miller,2025-11-08,East,Technology,Paid Search,4,11,Qualified,7294
410,"Taylor, Walters and Shah",2025-09-03,South,Retail,Webinar,2,10,Qualified,8925
411,Phillips-Petersen,2025-12-10,North,Retail,Paid Search,5,1,Won,17341
412,"Hayes, Bush and Hoffman",2024-02-14,North,Manufacturing,Organic Search,1,1,Qualified,10783
413,Williams-Herring,2025-03-30,East,Manufacturing,Webinar,8,9,Proposal,17710
414,Freeman-Davis,2024-08-27,South,Finance,Organic Search,10,2,Qualified,18368
415,Stone Inc,2024-07-17,South,Technology,Paid Search,5,12,Qualified,17437
416,Murray Group,2025-04-17,South,Education,Referral,3,12,Won,19479
417,Walton-Nicholson,2025-06-24,North,Retail,Webinar,9,4,Qualified,9543
418,Lee Group,2025-09-11,North,Finance,Organic Search,1,7,New,4709
419,Burns-Smith,2025-10-18,South,Finance,Paid Search,4,12,Qualified,21171
420,"Simmons, Keller and Taylor",2024-04-15,West,Technology,Webinar,2,8,Proposal,7085
421,Scott-Sanders,2024-10-18,North,Retail,LinkedIn Ads,6,4,New,11938
422,Williams Inc,2025-04-05,West,Retail,Webinar,8,8,Lost,17335
423,Washington-Lyons,2024-04-03,South,Retail,Webinar,8,6,Lost,17782
424,Medina Ltd,2024-12-23,North,Education,Organic Search,10,1,Lost,4745
425,Collins-Mullins,2025-02-09,West,Retail,LinkedIn Ads,7,8,Qualified,15653
426,Clarke LLC,2024-03-24,North,Healthcare,Organic Search,1,4,Qualified,13442
427,Jarvis-Watts,2024-04-11,North,Manufacturing,Referral,3,3,Won,13986
428,"Espinoza, Sampson and Butler",2024-05-29,North,Finance,Organic Search,10,4,New,18481
429,"Burns, Lewis and George",2025-12-13,North,Manufacturing,LinkedIn Ads,7,4,Won,18371
430,Pena-Turner,2025-04-04,North,Healthcare,LinkedIn Ads,6,1,Proposal,3622
431,Baker-Gross,2024-09-19,East,Retail,LinkedIn Ads,6,11,New,20983
432,Lee-Mccarty,2025-09-15,South,Healthcare,Paid Search,5,6,Qualified,12440
433,Cummings-Watson,2024-08-31,South,Healthcare,Referral,3,6,Qualified,10813
434,Strong Inc,2025-03-05,North,Technology,LinkedIn Ads,7,5,Proposal,17978
435,Shepherd LLC,2024-03-05,West,Education,Referral,3,8,New,22553
436,Summers-Lewis,2025-07-02,South,Technology,Organic Search,10,6,New,21843
437,"Carey, Anthony and Cobb",2024-09-04,South,Finance,Referral,3,6,Proposal,17065
438,Robertson-Andrade,2024-01-02,North,Retail,Paid Search,5,7,Proposal,21699
439,"Lee, Burton and Richards",2025-03-02,North,Manufacturing,LinkedIn Ads,7,1,New,5805
440,"Brown, Hart and Clayton",2025-06-20,South,Healthcare,Paid Search,5,6,Lost,20237
441,"King, Peters and Miller",2025-07-11,South,Technology,Webinar,9,12,Qualified,21158
442,"Evans, Holland and Davis",2024-01-21,East,Education,Paid Search,4,9,Qualified,4426
443,Green Ltd,2025-10-12,East,Finance,Organic Search,1,11,Qualified,11311
444,Howell LLC,2024-01-17,East,Healthcare,Paid Search,4,9,Qualified,14298
445,Smith-Hartman,2024-09-03,North,Manufacturing,LinkedIn Ads,6,4,Proposal,6396
446,"Dyer, Stanton and Fernandez",2025-08-18,South,Finance,Paid Search,4,2,Proposal,7371
447,Hampton-Pratt,2024-02-15,West,Finance,LinkedIn Ads,7,8,Qualified,24063
448,Boyer-Miller,2024-06-28,North,Manufacturing,Referral,3,5,Won,18224
449,Juarez-King,2025-12-13,East,Retail,Organic Search,1,11,Qualified,7418
450,Travis Inc,2024-03-05,East,Education,Webinar,8,9,Proposal,4211
451,"Foster, Mcintyre and Hunt",2024-10-27,North,Retail,Webinar,8,1,New,4373
452,Woods LLC,2024-11-19,North,Technology,LinkedIn Ads,7,4,Lost,16049
453,"Patton, Rollins and Cook",2025-07-10,South,Healthcare,Webinar,9,10,Qualified,24197
454,"Vega, White and Williams",2024-07-14,South,Healthcare,Webinar,9,12,New,24487
455,Crane-Lozano,2024-12-05,North,Finance,Webinar,2,5,New,17318
456,Bell-Stanton,2025-02-13,South,Education,Webinar,2,12,Proposal,14109
457,"Oconnor, Burton and Rice",2024-07-10,North,Education,Webinar,8,4,Qualified,15037
458,Wilson Ltd,2025-06-15,North,Healthcare,Referral,3,3,New,16910
459,Scott-Robinson,2024-03-21,South,Retail,Webinar,9,10,Qualified,20874
460,Young-Young,2024-10-27,East,Healthcare,Paid Search,4,11,Qualified,13745
461,"Fisher, Wilcox and Perez",2025-11-07,North,Education,LinkedIn Ads,6,7,New,22746
462,Walter Group,2025-03-12,East,Education,Paid Search,5,9,New,14519
463,White Group,2025-04-02,South,Finance,Paid Search,5,12,New,23147
464,"Marquez, Wright and Johnson",2025-03-21,East,Healthcare,Organic Search,10,9,New,5458
465,Gonzalez-Castillo,2025-11-18,South,Finance,Webinar,2,2,Proposal,19812
466,"Rice, Blake and Poole",2025-11-26,North,Healthcare,LinkedIn Ads,6,1,New,7678
467,"Hernandez, Lawson and Murray",2025-09-14,South,Education,Webinar,2,10,Proposal,4140
468,"Martin, Taylor and Mcguire",2024-05-09,South,Manufacturing,Webinar,2,12,New,15003
469,Perry-Guerra,2025-01-05,South,Technology,LinkedIn Ads,7,12,Qualified,4061
470,Norman and Sons,2025-09-11,North,Education,LinkedIn Ads,7,3,New,15155
471,Lutz-Lindsey,2025-01-15,North,Healthcare,Organic Search,10,4,Qualified,21806
472,Weeks-Martinez,2024-05-20,West,Education,Referral,3,8,Qualified,13301
473,Richardson LLC,2025-10-27,North,Healthcare,Paid Search,5,1,New,3849
474,May Inc,2024-07-09,South,Education,Paid Search,5,2,Qualified,21404
475,Dominguez Ltd,2024-04-30,South,Finance,Organic Search,1,2,New,17623
476,Moyer-Wells,2024-08-07,East,Finance,Organic Search,1,9,Lost,19095
477,Johnston-Rodriguez,2024-07-23,South,Healthcare,Paid Search,5,6,New,17812
478,Hicks Inc,2024-06-25,South,Education,Webinar,8,6,Won,5876
479,Barnes-Herman,2025-11-29,North,Finance,Organic Search,1,4,Lost,24883
480,"Schultz, Castillo and Carlson",2024-12-21,South,Technology,LinkedIn Ads,7,2,Proposal,20765
481,Lyons-Simmons,2024-10-24,North,Retail,Paid Search,5,5,Won,23896
482,Smith PLC,2024-06-27,South,Technology,Organic Search,1,12,Won,10347
483,Bennett Inc,2024-05-04,South,Retail,Referral,3,10,Lost,10757
484,Mckinney-Castro,2025-05-20,South,Technology,Paid Search,4,6,New,21752
485,"Dodson, Dennis and Martinez",2025-01-12,North,Technology,Webinar,8,4,Qualified,7252
486,Hughes Group,2025-09-18,South,Healthcare,LinkedIn Ads,6,6,Won,13134
487,"Gibson, Thompson and Gamble",2025-02-11,South,Manufacturing,Webinar,8,6,Lost,18684
488,Patterson-Chase,2025-06-22,South,Education,LinkedIn Ads,7,12,Qualified,21838
489,"Cordova, Valencia and Webb",2024-03-16,North,Finance,Organic Search,10,1,New,24048
490,Steele Inc,2024-03-16,South,Manufacturing,Paid Search,5,2,Qualified,19952
491,"Tapia, Fisher and Snyder",2024-12-18,North,Technology,Paid Search,5,7,New,23964
492,Roberts-Medina,2025-08-24,South,Retail,Webinar,9,12,New,17176
493,"Bender, Williams and Davis",2025-05-29,South,Healthcare,Referral,3,2,Lost,7068
494,Herrera Ltd,2025-06-14,South,Retail,Organic Search,10,2,New,8307
495,Bowen Group,2024-11-26,South,Retail,Webinar,8,6,Lost,14338
496,Brown-Brown,2025-06-15,North,Healthcare,Paid Search,4,4,Won,11211
497,"Rivers, Fox and Pittman",2024-07-20,East,Technology,Paid Search,4,11,Proposal,11993
498,Smith-Murphy,2024-05-08,West,Technology,Webinar,8,8,Proposal,20481
499,"Brown, Johnson and Ortiz",2024-04-05,East,Retail,Webinar,9,11,Qualified,22392
500,Boyd-Taylor,2025-08-17,South,Manufacturing,Webinar,9,2,New,23462
501,Bell Ltd,2025-09-11,South,Technology,Webinar,2,12,Qualified,4349
502,Sims Group,2024-01-30,North,Manufacturing,LinkedIn Ads,7,7,New,21899
503,"Lopez, Weaver and Ward",2024-09-28,North,Technology,Paid Search,5,7,Proposal,16650
504,"Walls, Dunn and Johns",2025-09-24,East,Education,Organic Search,10,11,Proposal,23550
505,Owens-Young,2025-07-12,North,Finance,Organic Search,1,3,New,18825
506,Moore Group,2024-09-07,East,Manufacturing,Referral,3,11,Won,16306
507,Lloyd-Jordan,2024-10-31,South,Manufacturing,Organic Search,10,12,Qualified,4963
508,Lopez-Clarke,2024-06-10,East,Education,Webinar,9,11,Qualified,18218
509,Allen-Donovan,2024-07-27,East,Retail,LinkedIn Ads,7,9,Qualified,13242
510,"Norris, Watts and Rivera",2024-11-22,North,Finance,Organic Search,10,5,Proposal,16065
511,"Valentine, Gilbert and Schwartz",2024-05-13,North,Technology,LinkedIn Ads,6,3,Won,21404
512,Noble-Vasquez,2024-04-18,South,Education,Webinar,8,6,Qualified,7014
513,Mata-Brown,2024-09-30,South,Retail,Webinar,9,10,Qualified,6172
514,Taylor and Sons,2024-02-21,North,Education,Organic Search,1,4,New,23164
515,Mercer Inc,2025-03-04,North,Retail,Referral,3,1,New,13729
516,Horn Group,2025-08-14,South,Retail,LinkedIn Ads,6,6,Proposal,8221
517,Calderon Ltd,2025-05-25,North,Education,Organic Search,10,4,Lost,19343
518,"Huber, Rivers and Aguilar",2024-11-11,South,Healthcare,Organic Search,1,12,Qualified,15885
519,"Griffin, Cox and Black",2025-06-01,East,Retail,Webinar,9,11,Qualified,10049
520,Delgado-Cross,2025-08-20,North,Healthcare,Organic Search,1,3,Qualified,12219
521,"Hill, Simpson and Kelley",2025-05-21,South,Manufacturing,Webinar,9,12,Proposal,18420
522,"May, Cordova and Booth",2024-10-19,South,Healthcare,Webinar,9,10,Qualified,17120
523,Chang Inc,2024-05-17,East,Manufacturing,Organic Search,10,11,Won,14985
524,Santiago-Johnson,2025-02-16,East,Education,Organic Search,1,9,Qualified,4676
525,"Carter, Grimes and Leblanc",2025-08-06,East,Finance,Organic Search,1,9,Proposal,21128
526,Wilson-Taylor,2024-10-22,South,Technology,Organic Search,10,2,New,17757
527,Baker and Sons,2025-07-17,East,Technology,Referral,3,9,New,23022
528,"Smith, Jackson and Young",2024-05-01,South,Healthcare,Organic Search,1,12,New,15907
529,Bishop-Hawkins,2025-01-17,North,Finance,Webinar,9,7,Won,21279
530,Osborne Group,2025-01-09,North,Retail,Paid Search,5,7,Won,22741
531,"Tapia, Hart and Parker",2025-06-05,East,Healthcare,LinkedIn Ads,7,11,Qualified,4484
532,Lin-Powell,2024-02-09,South,Finance,Webinar,2,2,New,18523
533,Bridges Inc,2025-06-15,East,Technology,Webinar,8,11,Qualified,19892
534,Pearson-Choi,2024-05-23,West,Technology,LinkedIn Ads,7,8,Qualified,13437
535,Vega Group,2024-06-15,South,Technology,Paid Search,5,10,Qualified,12805
536,Allen Group,2025-08-30,South,Technology,Referral,3,2,Qualified,20443
537,West LLC,2025-05-16,North,Finance,LinkedIn Ads,6,4,Proposal,18561
538,"Santos, Reynolds and Rodriguez",2024-01-18,East,Manufacturing,Paid Search,4,9,Qualified,6591
539,"Martin, Bell and Hamilton",2025-03-02,North,Manufacturing,Webinar,8,3,Proposal,23619
540,Rhodes and Sons,2024-01-28,South,Finance,Webinar,9,12,Proposal,24482
541,Kelly Group,2025-08-15,East,Manufacturing,Webinar,8,11,Proposal,4682
542,Smith Group,2025-08-20,East,Technology,Webinar,8,11,Qualified,23611
543,"Harvey, Gibson and Hayden",2025-09-26,South,Education,Webinar,8,10,Won,7842
544,Reynolds Inc,2025-11-28,West,Technology,Webinar,8,8,New,6601
545,"Mckee, Reid and Munoz",2024-07-14,East,Finance,LinkedIn Ads,6,11,New,16722
546,"Mueller, Robinson and Sweeney",2024-06-04,West,Retail,Paid Search,4,8,Qualified,16447
547,Davis-Reeves,2025-05-28,West,Education,Paid Search,4,8,Won,5040
548,Good-Leonard,2025-12-23,South,Retail,Webinar,2,6,New,21379
549,Calderon-White,2024-11-28,North,Education,LinkedIn Ads,6,3,Lost,20218
550,Gordon-Jones,2025-01-20,North,Retail,Webinar,8,5,Qualified,18062
551,Goodwin-Singh,2025-06-29,South,Finance,LinkedIn Ads,6,6,Qualified,24079
552,Ballard-Flores,2025-12-10,South,Education,Organic Search,1,10,New,9300
553,"Rodriguez, Harrison and Gonzalez",2024-09-09,North,Finance,Webinar,2,4,New,10368
554,"King, Dennis and Henderson",2024-10-31,North,Manufacturing,LinkedIn Ads,6,3,Won,9792
555,Pierce-Odonnell,2025-12-07,North,Finance,Referral,3,3,Proposal,18722
556,Valdez PLC,2024-12-23,North,Manufacturing,Organic Search,10,3,Proposal,11960
557,Wilson PLC,2024-10-21,North,Manufacturing,Webinar,8,1,New,20799
558,Wilson-Martinez,2025-01-23,South,Education,LinkedIn Ads,7,2,Won,14309
559,"Martin, Frederick and Nichols",2024-05-29,West,Finance,Organic Search,10,8,New,5589
560,Morgan Inc,2024-12-20,North,Manufacturing,Webinar,2,7,Lost,11403
561,Garcia-Jenkins,2025-05-05,North,Technology,Webinar,8,4,New,11884
562,"Evans, Dunn and Mcbride",2025-07-29,North,Retail,Organic Search,1,4,Proposal,6579
563,"Allen, Lucas and Harding",2025-09-22,North,Retail,LinkedIn Ads,7,5,Proposal,10944
564,"Ortiz, Norton and Clark",2024-02-21,North,Technology,Webinar,9,7,Proposal,10394
565,"Jimenez, Watkins and Smith",2025-10-15,South,Healthcare,Webinar,9,2,New,16543
566,Diaz Ltd,2024-12-04,South,Healthcare,Webinar,8,2,Proposal,7504
567,Ballard-Kramer,2024-01-06,South,Retail,LinkedIn Ads,7,12,Lost,16333
568,"Andrews, Jones and Robertson",2025-10-30,North,Education,Webinar,8,4,Lost,18645
569,"Robinson, Strong and Hutchinson",2025-10-28,North,Finance,Webinar,8,4,New,13524
570,Bass Ltd,2024-10-19,East,Healthcare,Referral,3,9,Proposal,24374
571,King-Martinez,2025-08-10,North,Manufacturing,Paid Search,5,3,New,4222
572,"Ramirez, White and Park",2024-06-28,South,Retail,Webinar,2,6,Qualified,4190
573,Burnett-French,2025-02-10,East,Retail,Referral,3,9,Won,12485
574,Fischer Ltd,2024-02-08,South,Technology,Webinar,8,6,New,22751
575,Dillon-Smith,2024-04-19,South,Finance,Paid Search,5,6,Lost,12324
576,Thompson-Hays,2025-04-10,South,Technology,LinkedIn Ads,6,2,Lost,20180
577,Orr Group,2025-05-20,North,Retail,LinkedIn Ads,7,4,Won,19522
578,Diaz and Sons,2025-04-24,North,Healthcare,Organic Search,10,4,New,13835
579,Mclean-Jones,2024-06-15,South,Manufacturing,Referral,3,2,Proposal,11430
580,Baker Inc,2024-07-09,North,Finance,Organic Search,1,5,New,12667
581,Webb Group,2025-08-04,South,Retail,Webinar,8,6,Proposal,8750
582,Lopez-Leonard,2025-09-17,South,Education,Referral,3,2,Won,17014
583,Johnson and Sons,2025-06-11,North,Education,Paid Search,5,7,Qualified,24930
584,Clark Inc,2024-04-07,South,Retail,Paid Search,5,2,New,18645
585,Guzman Inc,2024-11-27,South,Healthcare,Referral,3,2,Lost,11545
